1.000000000000000000e+00, 5.952022319962800845e-01
2.000000000000000000e+00, 8.962839102852864226e-01
3.000000000000000000e+00, 3.458077123102913930e-01
4.000000000000000000e+00, 8.415560269112926095e-01
5.000000000000000000e+00, 4.960228673877291605e-01
6.000000000000000000e+00, 9.299411585882060294e-01
7.000000000000000000e+00, 2.423602325648115952e-01
8.000000000000000000e+00, 6.830729108777044978e-01
9.000000000000000000e+00, 8.053216306062823682e-01
1.000000000000000000e+01, 5.832167710081855860e-01
1.100000000000000000e+01, 9.042388847654529993e-01
1.200000000000000000e+01, 3.221182374421280303e-01
1.300000000000000000e+01, 8.122920522034140500e-01
1.400000000000000000e+01, 5.672020677657581000e-01
1.500000000000000000e+01, 9.132000413673839745e-01
1.600000000000000000e+01, 2.948685000280508728e-01
1.700000000000000000e+01, 7.734663719156407158e-01
1.800000000000000000e+01, 6.518040535644229472e-01
1.900000000000000000e+01, 8.442745690756444654e-01
2.000000000000000000e+01, 4.890870784465390364e-01
2.100000000000000000e+01, 9.295569782925848790e-01
2.200000000000000000e+01, 2.435885849285348015e-01
2.300000000000000000e+01, 6.854218527423014962e-01
2.400000000000000000e+01, 8.021016998752776850e-01
2.500000000000000000e+01, 5.904925741087796442e-01
2.600000000000000000e+01, 8.995372697959413966e-01
2.700000000000000000e+01, 3.361762885636991327e-01
2.800000000000000000e+01, 8.301618646449964167e-01
2.900000000000000000e+01, 5.244944924589973745e-01
3.000000000000000000e+01, 9.277680738017352047e-01
3.100000000000000000e+01, 2.492938471337459994e-01
3.200000000000000000e+01, 6.961847006838092211e-01
3.300000000000000000e+01, 7.868230151694876051e-01
3.400000000000000000e+01, 6.239651156449921299e-01
3.500000000000000000e+01, 8.728334583836203642e-01
3.600000000000000000e+01, 4.129021897921183459e-01
3.700000000000000000e+01, 9.017799738200096282e-01
3.800000000000000000e+01, 3.294910118103556163e-01
3.900000000000000000e+01, 8.218472680011428277e-01
4.000000000000000000e+01, 5.446613302183460625e-01
4.100000000000000000e+01, 9.225799599692356967e-01
4.200000000000000000e+01, 2.657053800485248418e-01
4.300000000000000000e+01, 7.257944355498731070e-01
4.400000000000000000e+01, 7.403427670939368710e-01
4.500000000000000000e+01, 7.151155180169421754e-01
4.600000000000000000e+01, 7.578581677388858129e-01
4.700000000000000000e+01, 6.826540950288820797e-01
4.800000000000000000e+01, 8.058914314373500920e-01
4.900000000000000000e+01, 5.819212076843373049e-01
5.000000000000000000e+01, 9.050347665213275272e-01
5.100000000000000000e+01, 3.197222370215309639e-01
5.200000000000000000e+01, 8.090997328127816912e-01
5.300000000000000000e+01, 5.745813612512491453e-01
5.400000000000000000e+01, 9.093079484605477436e-01
5.500000000000000000e+01, 3.067772523765054382e-01
5.600000000000000000e+01, 7.911136876590776357e-01
5.700000000000000000e+01, 6.147404935900226963e-01
5.800000000000000000e+01, 8.810247831662708640e-01
5.900000000000000000e+01, 3.899308263607181302e-01
6.000000000000000000e+01, 8.849313704934399505e-01
6.100000000000000000e+01, 3.787995648373564950e-01
6.200000000000000000e+01, 8.753548908009552987e-01
6.300000000000000000e+01, 4.058843861407068765e-01
6.400000000000000000e+01, 8.970491745677450224e-01
6.500000000000000000e+01, 3.435492650672691273e-01
6.600000000000000000e+01, 8.389461832451111656e-01
6.700000000000000000e+01, 5.026296036924861044e-01
6.800000000000000000e+01, 9.299742768860442821e-01
6.900000000000000000e+01, 2.422542909247227816e-01
7.000000000000000000e+01, 6.828697959662112238e-01
7.100000000000000000e+01, 8.055981323305878572e-01
7.200000000000000000e+01, 5.825883872397302765e-01
7.300000000000000000e+01, 9.046264688504821461e-01
7.400000000000000000e+01, 3.209520050247940959e-01
7.500000000000000000e+01, 8.107435536427343159e-01
7.600000000000000000e+01, 5.707910111944846099e-01
7.700000000000000000e+01, 9.113577137707120635e-01
7.800000000000000000e+01, 3.005195725153585462e-01
7.900000000000000000e+01, 7.819721196680263775e-01
8.000000000000000000e+01, 6.342292122753032668e-01
8.100000000000000000e+01, 8.629749690876599155e-01
8.200000000000000000e+01, 4.398869191548218649e-01
8.300000000000000000e+01, 9.165574731420401688e-01
8.400000000000000000e+01, 2.845051222386087431e-01
8.500000000000000000e+01, 7.572504824900032627e-01
8.600000000000000000e+01, 6.838185440422172023e-01
8.700000000000000000e+01, 8.043039634622619616e-01
8.800000000000000000e+01, 5.855246438947090404e-01
8.900000000000000000e+01, 9.027901912664616502e-01
9.000000000000000000e+01, 3.264674299686413650e-01
9.100000000000000000e+01, 8.179775833545191999e-01
9.200000000000000000e+01, 5.538717541205536721e-01
9.300000000000000000e+01, 9.192039428816656255e-01
9.400000000000000000e+01, 2.762771618935706552e-01
9.500000000000000000e+01, 7.438069011597284730e-01
9.600000000000000000e+01, 7.088764852024322938e-01
9.700000000000000000e+01, 7.676986838176584893e-01
9.800000000000000000e+01, 6.634151826181311495e-01
9.900000000000000000e+01, 8.306591784943642143e-01
